"PLAN","Levy","Application ID","Decision","Application Description","Short Description","locality","AssessedBy","DeterminedBy","ApprovalDate","ApprovalYear","Property_No","Purpose","BALANCE","LEVIED","PAID"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0446","Approved","demolition, erection of a residential flat building and building line variation","demolition, erection of a residential flat building and buil","TWEED HEADS","DevUnit",,,2003,"2970","Open Space","0","643","643"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0477","Approved","erection of a dual occupancy","erection of a dual occupancy","CASUARINA","DevUnit",,,2003,"4413","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0478","Approved","erection of a dual occupancy","erection of a dual occupancy","CASUARINA","DevUnit",,,2003,"4412","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0482","Approved","changing the use of a garage to the establishment of a self contained unit / granny flat","changing the use of a garage to the establishment of a self ","BOGANGAR","DevUnit",,,2003,"3028","Open Space","0","144","144"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0486","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"6709","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0504","Approved","two (2) accommodation bungalows","two (2) accommodation bungalows",,"DevUnit",,,2003,"6193","Open Space","0","650","650"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0512","Approved","establishment of a residential aged care facility","establishment of a residential aged care facility","MURWILLUMBAH","DevUnit",,,2003,"4260","Open Space","0","9216","9216"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0521","Approved","two (2) lot subdivision","two (2) lot subdivision","TERRANORA","DevUnit",,,2003,"1709","Open Space","855","855","-634"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0526","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"4124","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0540","Approved","erection of a multi-dwelling housing development comprising twenty-four (24) units","erection of a multi-dwelling housing development comprising ","TWEED HEADS SOUTH","DevUnit",,,2003,"9404","Open Space","0","11661","3014"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0559","Approved","motel addition ""Blue Waters Motel""","motel addition ""Blue Waters Motel""","KINGSCLIFF","DevUnit",,,2003,"1868","Open Space","0","85","85"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0563","Approved","dual occupancy","dual occupancy","BANORA POINT","DevUnit",,,2003,"7084","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0564","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7111","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0566","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7103","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0586","Approved","detached dual occupancy","detached dual occupancy","CASUARINA","DevUnit",,,2003,"4384","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0589","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7089","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0613","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"4124","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0620","Approved","dual occupancy","dual occupancy","CASUARINA","DevUnit",,,2003,"4422","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0621","Approved","dual occupancy","dual occupancy","CASUARINA","DevUnit",,,2003,"4422","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0651","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2004,"7090","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0653","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"6708","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0675","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"7216","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0685","Approved","erection of an attached dual occupancy","erection of an attached dual occupancy","CASUARINA","DevUnit",,,2003,"4422","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0693","Approved","demolition of existing one storey dwelling and construction of new 4 apartment 6 storey building including basement carparking","demolition of existing one storey dwelling and construction ","TWEED HEADS","DevUnit",,,2003,"7176","Open Space","0","355","355"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0709","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7094","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0710","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7091","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0716","Approved","detached dual occupancy, inground swimming pools and fence","detached dual occupancy, inground swimming pools and fence","CASUARINA","DevUnit",,,2003,"4413","Open Space","0","68","68"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0718","Approved","erection of 5 residential units & pool","erection of 5 residential units & pool","POTTSVILLE","DevUnit",,,2003,"4144","Open Space","0","499","499"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0755","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7108","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0757","Approved","demolition & erection of multi-dwelling housing comprising of 4 x 3 bedroom units","demolition & erection of multi-dwelling housing comprising o","TWEED HEADS","DevUnit",,,2003,"1459","Open Space","0","355","355"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0801","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7481","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0802","Approved","2 lot subdivision","2 lot subdivision","BANORA POINT","DevUnit",,,2004,"4404","Open Space","0","1132","1132"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0820","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"6707","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0828","Approved","dual occupancy","dual occupancy","POTTSVILLE","DevUnit",,,2003,"2178","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0852","Approved","2 lot subdivision","2 lot subdivision","TWEED HEADS","DevUnit",,,2003,"3204","Open Space","0","1103","855"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0854","Approved","demolition of existing dwelling & erection of detached dual occupancy","demolition of existing dwelling & erection of detached dual ","BANORA POINT","DevUnit",,,2003,"1219","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0858","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"5297","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0869","Approved","two lot subdivision and relocation of dwelling","two lot subdivision and relocation of dwelling","CHINDERAH","DevUnit",,,2003,"1866","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0874","Approved","dual occupancy & swimming pool","dual occupancy & swimming pool","CASUARINA","DevUnit",,,2003,"4413","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0912","Approved","multi dwelling housing (11 units)","multi dwelling housing (11 units)","TWEED HEADS SOUTH","DevUnit",,,2003,"9425","Open Space","0","5273","5273"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0925","Approved","2 lot subdivision with building line variation and carport","2 lot subdivision with building line variation and carport","TWEED HEADS","DevUnit",,,2005,"2985","Open Space","0","855","855"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0940","Approved","relocation of two (2) dwellings from Pottsville to create a dwelling and rural tourist facility","relocation of two (2) dwellings from Pottsville to create a ","PALMVALE","DevUnit",,,2003,"1299","Open Space","0","84","84"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0962","Approved","erection of a mixed commercial/retail and residential building","erection of a mixed commercial/retail and residential buildi","BOGANGAR","DevUnit",,,2004,"3605","Open Space","0","643","643"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0974","Approved","dual occupancy & fence height variation","dual occupancy & fence height variation","CASUARINA","DevUnit",,,2003,"6956","Open Space","0","68","68"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0975","Approved","erection of a dual occupancy","erection of a dual occupancy","CASUARINA","DevUnit",,,2003,"4422","Open Space","0","262","262"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0998","Approved","attached dual occupancy","attached dual occupancy","TWEED HEADS","DevUnit",,,2004,"3036","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1013","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"3476","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1036","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"7080","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1038","Approved","six (6) lot subdivision","six (6) lot subdivision","CHINDERAH","DevUnit",,,2005,"1236","Open Space","0","4275","4275"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1052","Approved","attached dual occupancy","attached dual occupancy","BANORA POINT","DevUnit",,,2003,"5270","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1085","Approved","demolition of existing dwelling and erection of detached dual occupancy incorporating a 1.8m high brick fence within front building line","demolition of existing dwelling and erection of detached dua","POTTSVILLE","DevUnit",,,2003,"3481","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1088","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"6726","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1096","Approved","detached dual occupancy","detached dual occupancy","TWEED HEADS","DevUnit",,,2003,"1608","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1100","Approved","multi-dwelling housing incorporating three (3) dwellings","multi-dwelling housing incorporating three (3) dwellings","CASUARINA","DevUnit",,,2003,"4387","Open Space","0","211","211"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1101","Approved","multi-dwelling housing comprising five (5) units","multi-dwelling housing comprising five (5) units","MURWILLUMBAH","DevUnit",,,2004,"7796","Open Space","0","720","720"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1107","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"7241","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1109","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"7217","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1122","Approved","2 lot subdivision","2 lot subdivision","TYALGUM CREEK","DevUnit",,,2003,"1784","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1132","Approved","attached dual occupancy","attached dual occupancy","CASUARINA","DevUnit",,,2004,"4423","Open Space","0","262","262"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1183","Approved","renovation and additions to motel units","renovation and additions to motel units","CABARITA BEACH","DevUnit",,,2003,"4674","Open Space","0","84","84"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1221","ApprovMin","DA03/1221 (DIPNR DA 176-04-2003) demolition of existing structures on site and construction of a new building comprising 57 tourist accommodation apartments, ground floor commercial tenancies and basement car parking","DA03/1221 (DIPNR DA 176-04-2003) demolition of existing stru","CABARITA BEACH","DevUnit",,,2004,"1302","Open Space","0","8734","8734"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1246","Approved","dual occupancy","dual occupancy","TWEED HEADS","DevUnit",,,2003,"3925","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1272","Approved","erection of multi unit housing incorporating 13 dwellings over 3 stages","erection of multi unit housing incorporating 13 dwellings ov","POTTSVILLE","DevUnit",,,2003,"4101","Open Space","0","1209","1209"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1287","Approved","relieving managers residence","relieving managers residence","KINGSCLIFF","DevUnit",,,2004,"4263","Open Space","0","29","29"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1295","Approved","attached dual occupancy","attached dual occupancy","POTTSVILLE","DevUnit",,,2003,"7205","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1348","Approved","subdivision in two (2) stages - Stage 1 being 3 lots and Stage 2 being 14 lots","subdivision in two (2) stages - Stage 1 being 3 lots and Sta","BANORA POINT","DevUnit",,,2004,"3991","Open Space","0","3094","3094"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1367","Approved","subdivision into (two) 2 lots and a dwelling","subdivision into (two) 2 lots and a dwelling","ROWLANDS CREEK","DevUnit",,,2003,"1519","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1377","Approved","detached dual occupancy","detached dual occupancy","CASUARINA","DevUnit",,,2004,"4420","Open Space","0","68","68"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/1403","Approved","attached dual occupancy","attached dual occupancy","CASUARINA","DevUnit",,,2004,"4430","Open Space","0","262","262"
