Year,Contribution Plan Number,Contribution Plan Description,Expenditure Description,Contribution Ledger Number,Expenditure Ledger Number,Income Ledger Number,Period,Jrnl,Period Amt,Notes
1999-00,5,OPEN SPACE,Piggabeen Sports Complex,A7132.302,Refer R Norvill A0554,A7899.012,1/7/1999-30/9/1999,1200 1305,116261.07,
1999-00,5,OPEN SPACE,Piggabeen sportsfield,A7134.302,Refer R Norvill A0554,A7899.012,1/1/2000-31/3/2000,949,2000,
1999-00,5,OPEN SPACE,Piggabeen sportsfield,A7134.302,Refer R Norvill A0554,A7899.012,1/4/2000-30/6/2000,1200,35916,
1999-00,5,OPEN SPACE,PIGGABEEN SPORTSFIELD,A7140.302,Refer R Norvill A0554,A7899.012,1/1/2000-31/3/2000,949,25000,
1999-00,5,OPEN SPACE,PIGGABEEN SPORTSFIELD,A7140.302,Refer R Norvill A0554,A7899.012,1/4/2000-30/6/2000,1200,39360,
1999-00,5,OPEN SPACE,PIGGABEEN SPORTSFIELD,A7142.302,Refer R Norvill A0554,A7899.012,1/4/2000-30/6/2000,1200,51168,
1999-00,6,CONTRIBUTION STREET TREES,,A7250.302,A3118.001,A3225.002,1/7/1999-30/9/1999,301,208.71,
1999-00,6,CONTRIBUTION STREET TREES,,A7250.302,A3118.001,A3225.002,1/10/1999-31/12/1999,662,240,
1999-00,6,CONTRIBUTION STREET TREES,,A7250.302,A3118.001,A3225.002,1/1/2000-31/3/2000,913,365.49,
1999-00,6,CONTRIBUTION STREET TREES,,A7250.302,A3118.002,A3225.002,1/7/1999-30/9/1999,302,2985,
1999-00,6,CONTRIBUTION STREET TREES,,A7250.302,A3118.002,A3225.002,1/10/1999-31/12/1999,663,4218.4,
1999-00,6,CONTRIBUTION STREET TREES,,A7250.302,A3118.002,A3225.002,1/1/2000-31/3/2000,914,4159.05,
1999-00,7,KINGSCLIFF DRAINAGE,,A7176.302,A7860.003,A3810.008,1/7/1999-30/9/1999,303,5142,
1999-00,7,KINGSCLIFF DRAINAGE,,A7176.302,A7860.003,A3810.008,1/10/1999-31/12/1999,664,862.5,
1999-00,7,KINGSCLIFF DRAINAGE,,A7176.302,A7860.003,A3810.008,1/1/2000-31/3/2000,915,4230.88,
1999-00,11,LIBRARIES,PART CONTRIBUTION,A7210.302,A2280.001 A2282.004,A2347.793,1/4/2000-30/6/2000,1195,80000,
1999-00,13,CEMETERIES,ENVIRON CEMETERY,A7070.302,A2895.002,A2895.002,1/7/1999-30/9/1999,304,10922.5,
1999-00,13,CEMETERIES,ENVIRON CEMETERY,A7070.302,A2895.002,A2895.002,1/10/1999-31/12/1999,665,31280.67,
1999-00,13,CEMETERIES,ENVIRON CEMETERY,A7070.302,A2895.002,A2895.002,1/1/2000-31/3/2000,916,46034.01,
1999-00,13,CEMETERIES,ENVIRON CEMETERY,A7070.302,A2895.002,A2895.002,1/4/2000-30/6/2000,1245,15000,
1999-00,15,COMMUNITY FACILITIES,Refurbishment Pottsville School,A7201.302 A7202.302,A2170.001 ,A2455.002,1/7/1999-30/9/1999,311,6086,
1999-00,15,COMMUNITY FACILITIES,Refurbishment Pottsville School,A7201.302 A7202.302,A2170.001 ,A2455.002,1/10/1999-31/12/1999,666,1836.69,
1999-00,15,COMMUNITY FACILITIES,Refurbishment Pottsville School,A7201.302 A7202.302,A2170.001 ,A2455.002,1/1/2000-31/3/2000,917,27933.79,
1999-00,15,COMMUNITY FACILITIES,Refurbishment Pottsville School,A7201.302 A7202.302,A2170.001 ,A2455.002,1/4/2000-30/6/2000,1196,111087.52,
1999-00,19,Kings Beach,CP 19 advertisement,A7199.302,A7822.001- A7822.006 A4853.001,A7822.793,1/1/2000-31/3/2000,918,1039.28,
1999-00,22,SHIREWIDE CYCLEWAYS,Tweed Link advertisement,A7103.302,A1143.003 A1143.749,A3225.003,1/10/1999-31/12/1999,667,234.68,
1999-00,None,10% ADMIN LEVY,,A7010-A7512,ATTACHED,A1128.001 A0195.793 A1451.793 A5290.001,1/7/1999-30/9/1999,297,79790.37,
1999-00,None,10% ADMIN LEVY,,A7010-A7512,ATTACHED,A1128.001 A0195.793 A1451.793 A5290.001,1/10/1999-31/12/1999,650,13264.58,
1999-00,None,10% ADMIN LEVY,,A7010-A7512,ATTACHED,A1128.001 A0195.793 A1451.793 A5290.001,1/1/2000-31/3/2000,902,46214.31,
1999-00,None,10% ADMIN LEVY,,A7010-A7512,ATTACHED,A1128.001 A0195.793 A1451.793 A5290.001,1/4/2000-30/6/2000,1087,8532884,
1999-00,None,DCP3 FOOTPATH CONSTRUCTION,Various Footpaths,A7016.302,A5608.012,A3225.003,1/10/1999-31/12/1999,668,31.25,
1999-00,None,CONT PROV CAR PK COAST,,A7302.302,A4851.002 ,A7899.003,1/7/1999-30/9/1999,313,89.4,
1999-00,None,CONT PROV CAR PK MURBAH,Civic Centre Car Park A4852.001,A7304.302,A7810.001 A4852.001 A0054, A7899.003,1/4/2000-30/6/2000,1243,13795.38,
1999-00,None,CONT PROV CAR PK TWEED,Roundabout Wharf/Boundary Streets,A7306.302,A4835,A7899.003,1/4/2000-30/6/2000,1197,88842,
1999-00,None,RRDC,Upper Crystal Ck,A7430.302,A3733,A3810.009,1/4/2000-30/6/2000,1198,27.71,
1999-00,None,RRDC,Dulguigan Rd,A7432.302,A3740.001,A3810.009,1/10/1999-31/12/1999,669,1193.37,
1999-00,None,RRDC,Dulguigan Rd,A7432.302,A3740.001,A3810.009,1/1/2000-31/3/2000,919,313.87,
1999-00,None,RRDC,Piggabeen Road,A7436.302,A3639.001,A3810.009,1/10/1999-31/12/1999,670,68.3,
1999-00,None,RRDC,Stokers Road,A7448.302,A3734,A3810.009,1/10/1999-31/12/1999,671,103605.5,
1999-00,None,RRDC,Stokers Road,A7448.302,A3734,A3810.009,1/1/2000-31/3/2000,920,-23605.5,
1999-00,None,RRDC,KYOGLE RD,A7450.302,A3649.001,A3810.009,1/10/1999-31/12/1999,672,93.29,
1999-00,None,RRDC,KYOGLE RD,A7450.302,A3649.001,A3810.009,1/1/2000-31/3/2000,921,244.45,
1999-00,None,BLACK ROCKS BRIDGE,,A7510.302,A4500,A4551.793,1/7/1999-30/9/1999,305,351.75,
1999-00,None,BLACK ROCKS BRIDGE,,A7510.302,A4500,A4551.793,1/10/1999-31/12/1999,673,2620.61,
1999-00,None,BLACK ROCKS BRIDGE,,A7510.302,A4500,A4551.793,1/1/2000-31/3/2000,922,1612.92,
1999-00,None,BLACK ROCKS BRIDGE,,A7510.302,A4500,A4551.793,1/4/2000-30/6/2000,1199,2462.25,
2001-02,None,BLACK ROCKS BRIDGE,,89.09.00.91400  / A7510.302,0  / A4500,A4551.0793  / A4551.793,1/4/2002-30/6/2002,,396.51,
