Purpose,Transaction Year,Transaction Date,Transaction Type,Receipt Type,Plan,Levy,LEVIED,PAID,BALANCE,Application ID,Application Description,Short Description,Lots,Approval Date,Approval Year,locality,DECISION,Determined By,Works In Kind,Works In Kind Description,CHARGE_TYPE,APPLICATION_NO,RAM_PROCESS_CTR,Initial Balance,Charge Amount
Roads,2019,2019-02-01T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,395,395,0,DA18/0872,detached dual occupancy,detached dual occupancy,1,2019-01-29T08:50:06,2019,MURWILLUMBAH,Approved,Council,TRUE,,Shirewid22,794214,794214,395,395
Roads,2018,2018-12-17T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,1934,1934,0,DA18/0668,dual occupancy (attached) and retaining walls,dual occupancy (attached) and retaining walls,1,2018-12-04T07:28:56,2018,MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,788553,788553,1934,1934
Roads,2018,2018-12-17T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,395,395,0,DA18/0668,dual occupancy (attached) and retaining walls,dual occupancy (attached) and retaining walls,1,2018-12-04T07:28:56,2018,MURWILLUMBAH,Approved,Council,TRUE,,Shirewid22,788553,788553,395,395
Roads,2021,2021-06-08T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,1814,1814,0,DA20/0079,attached dual occupancy and two swimming pools,attached dual occupancy and two swimming pools,2,2020-09-11T11:21:45,2020,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,843630,843630,1814,1814
Roads,2021,2021-06-08T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,568,568,0,DA20/0079,attached dual occupancy and two swimming pools,attached dual occupancy and two swimming pools,2,2020-09-11T11:21:45,2020,KINGSCLIFF,Approved,Council,TRUE,,Shirewid22,843630,843630,568,568
Roads,2022,2022-12-13T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 08 Pottsville,43945.2,43945.2,0,DA21/0045,use of existing unapproved structure as a restaurant or cafe,use of existing unapproved structure as a restaurant or cafe,1,2021-12-16T09:48:07.69,2021,SLEEPY HOLLOW,Approved,Council,TRUE,,Sector8_4,880800,880800,43945.2,43945.2
Roads,2022,2022-02-07T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 10,2863,2863,0,DA21/0242,"dual occupancy (attached) and farm building, earthworks","dual occupancy (attached) and farm building, earthworks",1,2021-11-18T15:24:08.637,2021,CLOTHIERS CREEK,Approved,Council,TRUE,,Sector10_4,890387,890387,2863,2863
Roads,2021,2021-11-09T00:00:00,Payment,BPoint,S94-22,S94-22 - Cycleways,1420,1420,0,DA20/0708,"multi dwelling housing comprising four (4) dwellings, including one (1) sign","multi dwelling housing comprising four (4) dwellings, includ",1,2021-06-23T15:53:57.647,2021,KINGSCLIFF,Approved,Council,TRUE,,Shirewid22,865943,865943,1420,1420
Roads,2021,2021-11-09T00:00:00,Payment,BPoint,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,12695,12695,0,DA20/0708,"multi dwelling housing comprising four (4) dwellings, including one (1) sign","multi dwelling housing comprising four (4) dwellings, includ",1,2021-06-23T15:53:57.647,2021,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,865943,865943,12695,12695
Roads,2021,2021-02-10T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,1814,1814,0,DA20/0293,"dual use (permanent residential and tourist and visitor accommodation) of dual occupancy (attached) including two (2) swimming pools, and strata subdivision",dual use (permanent residential and tourist and visitor acco,2,2020-11-30T10:57:08.557,2020,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,853098,853098,1814,1814
Roads,2021,2021-08-10T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,1814,1814,0,DA20/0941,dual occupancy (attached),dual occupancy (attached),1,2021-05-31T12:56:41.267,2021,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,873142,873142,1814,1814
Roads,2021,2021-08-10T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,426,426,0,DA20/0941,dual occupancy (attached),dual occupancy (attached),1,2021-05-31T12:56:41.267,2021,KINGSCLIFF,Approved,Council,TRUE,,Shirewid22,873142,873142,426,426
Roads,2021,2021-02-26T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,426,426,0,DA20/0416,"dual occupancy (attached) with dual use as residential and tourist and visitor accommodation, two pools, and strata subdivision",dual occupancy (attached) with dual use as residential and t,1,2020-12-09T13:15:50.347,2020,KINGSCLIFF,Approved,Council,TRUE,,Shirewid22,857263,857263,426,426
Roads,2021,2021-02-26T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,1814,1814,0,DA20/0416,"dual occupancy (attached) with dual use as residential and tourist and visitor accommodation, two pools, and strata subdivision",dual occupancy (attached) with dual use as residential and t,1,2020-12-09T13:15:50.347,2020,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,857263,857263,1814,1814
Roads,2022,2022-03-15T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,1814,1814,0,DA20/0371,"dual occupancy (attached), swimming pools and 2 lot strata subdivision","dual occupancy (attached), swimming pools and 2 lot strata s",2,2020-12-09T15:12:04.397,2020,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,856032,856032,1814,1814
Roads,2022,2022-03-15T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,568,568,0,DA20/0371,"dual occupancy (attached), swimming pools and 2 lot strata subdivision","dual occupancy (attached), swimming pools and 2 lot strata s",2,2020-12-09T15:12:04.397,2020,KINGSCLIFF,Approved,Council,TRUE,,Shirewid22,856032,856032,568,568
Roads,2021,2021-07-30T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 05,3150,3150,0,CDC21/0087,dual occupancy,dual occupancy,,2021-06-30T00:00:00,2021,TERRANORA,Approved,Council,TRUE,,Sector5_4,903190,903190,3150,3150
Roads,2021,2021-07-30T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,426,426,0,CDC21/0087,dual occupancy,dual occupancy,,2021-06-30T00:00:00,2021,TERRANORA,Approved,Council,TRUE,,Shirewid22,903190,903190,426,426
Roads,2021,2021-12-17T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 05,3150,3150,0,DA21/0269,detached dual occupancy,detached dual occupancy,2,2021-11-24T10:47:59,2021,TERRANORA,Approved,Council,TRUE,,Sector5_4,891186,891186,3150,3150
Roads,2021,2021-12-17T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,426,426,0,DA21/0269,detached dual occupancy,detached dual occupancy,2,2021-11-24T10:47:59,2021,TERRANORA,Approved,Council,TRUE,,Shirewid22,891186,891186,426,426
Roads,2022,2022-01-10T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 05,3150,3150,0,DA21/0200,detached dual occupancy,detached dual occupancy,2,2021-11-24T11:53:01,2021,TERRANORA,Approved,Council,TRUE,,Sector5_4,888757,888757,3150,3150
Roads,2022,2022-01-10T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,426,426,0,DA21/0200,detached dual occupancy,detached dual occupancy,2,2021-11-24T11:53:01,2021,TERRANORA,Approved,Council,TRUE,,Shirewid22,888757,888757,426,426
Roads,2022,2022-01-10T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 05,3150,3150,0,DA21/0199,detached dual occupancy,detached dual occupancy,2,2021-12-16T11:12:32.487,2021,TERRANORA,Approved,Council,TRUE,,Sector5_4,888744,888744,3150,3150
Roads,2022,2022-01-10T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,426,426,0,DA21/0199,detached dual occupancy,detached dual occupancy,2,2021-12-16T11:12:32.487,2021,TERRANORA,Approved,Council,TRUE,,Shirewid22,888744,888744,426,426
Roads,2020,2020-12-18T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,2087,2087,0,DA20/0653,detached dual occupancy,detached dual occupancy,2,2020-12-16T16:22:37.73,2020,MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,864121,864121,2087,2087
Roads,2020,2020-12-18T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,568,568,0,DA20/0653,detached dual occupancy,detached dual occupancy,2,2020-12-16T16:22:37.73,2020,MURWILLUMBAH,Approved,Council,TRUE,,Shirewid22,864121,864121,568,568
Roads,2021,2021-11-22T00:00:00,Payment,BPoint,S94-04,S94-04 - Road Contribution Sector 06,2581.2,2581.8,0,DA21/0203,addition of mezzanine floor to Unit 22,addition of mezzanine floor to Unit 22,1,2021-11-18T14:31:08.297,2021,CHINDERAH,Approved,Council,TRUE,,Sector6_4,889105,889105,2581.2,2581.2
Roads,2022,2022-07-14T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution LCA4,267,267,0,DA21/0646,attached dual occupancy,attached dual occupancy,1,2022-05-27T14:04:45.27,2022,CASUARINA,Approved,Council,TRUE,,LCA-4,904902,904902,267,267
Roads,2022,2022-07-14T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,1814,1814,0,DA21/0646,attached dual occupancy,attached dual occupancy,1,2022-05-27T14:04:45.27,2022,CASUARINA,Approved,Council,TRUE,,Sector7_4,904902,904902,1814,1814
Roads,2022,2022-07-14T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,497,497,0,DA21/0646,attached dual occupancy,attached dual occupancy,1,2022-05-27T14:04:45.27,2022,CASUARINA,Approved,Council,TRUE,,Shirewid22,904902,904902,497,497
Roads,2021,2021-12-10T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,23670.6,23670.6,0,DA21/0690,expansion of existing educational establishment,expansion of existing educational establishment,1,2021-12-08T14:36:04.037,2021,MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,906207,906207,23670.6,23670.6
Roads,2022,2022-05-18T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,8161.2,8161.2,0,DA21/0655,two lot subdivision,two lot subdivision,2,2021-12-16T10:31:52.743,2021,BOGANGAR,Approved,Council,TRUE,,Sector7_4,905201,905201,8161.2,8161.2
Roads,2022,2022-05-18T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,516.88,516.88,0,DA21/0655,two lot subdivision,two lot subdivision,2,2021-12-16T10:31:52.743,2021,BOGANGAR,Approved,Council,TRUE,,Shirewid22,905201,905201,516.88,516.88
Roads,2021,2021-11-09T00:00:00,Charge,Charge,S94-22,S94-22 - Cycleways,1325,,0,DA20/0691,new generation boarding house comprising eight (8) self-contained rooms including demolition and earthworks,new generation boarding house comprising eight (8) self-cont,1,2021-11-09T09:50:22.567,2021,TWEED HEADS SOUTH,Approved,Council,,,Shirewid22,865460,865460,1325,1325
Roads,2021,2021-11-09T00:00:00,Charge,Charge,S94-04,S94-04 - Road Contribution Sector 02,15257,,0,DA20/0691,new generation boarding house comprising eight (8) self-contained rooms including demolition and earthworks,new generation boarding house comprising eight (8) self-cont,1,2021-11-09T09:50:22.567,2021,TWEED HEADS SOUTH,Approved,Council,,,Sector2_4,865460,865460,15257,15257
Roads,2017,2017-08-31T00:00:00,Charge,Charge,S94-22,S94-22 - Cycleways,429,,0,DA17/0254,alterations and additions to create detached dual occupancy and 2 lot strata subdivision,alterations and additions to create detached dual occupancy ,2,2017-08-31T11:38:35,2017,POTTSVILLE,Approved,Council,,,Shirewid22,740384,740384,429,429
Roads,2017,2017-08-31T00:00:00,Charge,Charge,S94-04,S94-04 - Road Contribution Sector 08 Pottsville,1794,,0,DA17/0254,alterations and additions to create detached dual occupancy and 2 lot strata subdivision,alterations and additions to create detached dual occupancy ,2,2017-08-31T11:38:35,2017,POTTSVILLE,Approved,Council,,,Sector8_4,740384,740384,1794,1794
Roads,2020,2020-08-21T00:00:00,Charge,Charge,S94-22,S94-22 - Cycleways,0,,0,DA19/0562,"alterations and additions to an attached dual occupancy in two (2) stages, including construction of carports, reconstruction of ground floor balcony, construction of first floor balcony and use of converted garages and subfloor area",alterations and additions to an attached dual occupancy in t,2,2020-08-21T14:33:25,2020,BANORA POINT,DefdComnce,,,,Shirewid22,827126,827126,0,0
Roads,2020,2020-10-23T00:00:00,Charge,ChgAdj,S94-22,S94-22 - Cycleways,0,,0,DA19/0562,"alterations and additions to an attached dual occupancy in two (2) stages, including construction of carports, reconstruction of ground floor balcony, construction of first floor balcony and use of converted garages and subfloor area",alterations and additions to an attached dual occupancy in t,2,2020-08-21T14:33:25,2020,BANORA POINT,DefdComnce,,,,Shirewid22,827126,827126,0,0
Roads,2017,2017-09-26T00:00:00,Charge,Charge,S94-22,S94-22 - Cycleways,490,,0,DA17/0351,demolition of existing dwelling and shed and 2 lot subdivision,demolition of existing dwelling and shed and 2 lot subdivisi,2,2017-09-26T15:04:58,2017,BANORA POINT,Approved,Council,,,Shirewid22,744078,744078,490,490
Roads,2017,2017-09-26T00:00:00,Charge,Charge,S94-04,S94-04 - Road Contribution Sector 02,8740.38,,0,DA17/0351,demolition of existing dwelling and shed and 2 lot subdivision,demolition of existing dwelling and shed and 2 lot subdivisi,2,2017-09-26T15:04:58,2017,BANORA POINT,Approved,Council,,,Sector2_4,744078,744078,8740.38,8740.38
Roads,2018,2018-02-09T00:00:00,Charge,Charge,S94-22,S94-22 - Cycleways,735,,0,DA17/0689,two dual occupancy developments,two dual occupancy developments,4,2018-02-09T09:25:37,2018,BANORA POINT,Approved,Council,,,Shirewid22,756757,756757,735,735
Roads,2018,2018-02-09T00:00:00,Charge,Charge,S94-04,S94-04 - Road Contribution Sector 02,3682,,0,DA17/0689,two dual occupancy developments,two dual occupancy developments,4,2018-02-09T09:25:37,2018,BANORA POINT,Approved,Council,,,Sector2_4,756757,756757,3682,3682
Roads,2016,2016-12-22T00:00:00,Charge,Charge,S94-04,S94-04 - Road Contribution Sector 10,44160,,26496,DA15/0521,"resource recovery facility, waste or resource transfer station and intensification of an existing extractive industry (staged development) JRPP","resource recovery facility, waste or resource transfer stati",2,2016-12-22T11:10:51,2016,EVIRON,DefdComnce,,,,Sector10_4,668907,668907,44160,44160
Roads,2016,2016-12-22T00:00:00,Charge,DiscS94,S94-04,S94-04 - Road Contribution Sector 10,44160,,26496,DA15/0521,"resource recovery facility, waste or resource transfer station and intensification of an existing extractive industry (staged development) JRPP","resource recovery facility, waste or resource transfer stati",2,2016-12-22T11:10:51,2016,EVIRON,DefdComnce,,,,Sector10_4,668907,668907,44160,44160
Roads,2020,2020-07-30T00:00:00,Charge,Charge,S94-04,S94-04 - Road Contribution Sector 10,20328.6,,0,DA19/0803,organic waste management facility (NRPP),organic waste management facility (NRPP),1,2020-07-30T11:09:21,2020,EVIRON,Approved,Council,,,Sector10_4,836623,836623,20328.6,20328.6
Roads,2020,2020-07-30T00:00:00,Charge,DiscS94,S94-04,S94-04 - Road Contribution Sector 10,20328.6,,0,DA19/0803,organic waste management facility (NRPP),organic waste management facility (NRPP),1,2020-07-30T11:09:21,2020,EVIRON,Approved,Council,,,Sector10_4,836623,836623,20328.6,20328.6
Roads,2022,2022-12-07T00:00:00,Charge,Charge,S94-04,S94-04 - Road Contribution Sector 10,44723,,44723,DA22/0320,alterations and additions to an existing shop at the waste and resource management facility (Tweed JUNKtion),alterations and additions to an existing shop at the waste a,1,2022-12-07T09:46:05.543,2022,EVIRON,Approved,Council,,,Sector10_4,934534,934534,44723,44723
Roads,2016,2016-10-05T00:00:00,Charge,Charge,S94-04,S94-04 - Road Contribution Sector 01,65366,,0,DA16/0588,use of part of an existing building as a recreation training facility (indoor),use of part of an existing building as a recreation training,1,2016-10-05T13:23:54,2016,TWEED HEADS,Approved,Council,,,Sector1_4,712752,712752,65366,65366
Roads,2016,2016-10-05T00:00:00,Charge,DiscS94,S94-04,S94-04 - Road Contribution Sector 01,65366,,0,DA16/0588,use of part of an existing building as a recreation training facility (indoor),use of part of an existing building as a recreation training,1,2016-10-05T13:23:54,2016,TWEED HEADS,Approved,Council,,,Sector1_4,712752,712752,65366,65366
Roads,2019,2019-09-24T00:00:00,Charge,Charge,S94-04,S94-04 - Road Contribution Sector 01,40692.6,,40692.6,DA18/0038,use of internal alterations to medical centre,use of internal alterations to medical centre,1,2019-09-24T10:29:58,2019,TWEED HEADS,DefdComnce,,,,Sector1_4,766407,766407,40692.6,40692.6
Roads,2019,2019-09-24T00:00:00,Charge,DiscS94,S94-04,S94-04 - Road Contribution Sector 01,40692.6,,40692.6,DA18/0038,use of internal alterations to medical centre,use of internal alterations to medical centre,1,2019-09-24T10:29:58,2019,TWEED HEADS,DefdComnce,,,,Sector1_4,766407,766407,40692.6,40692.6
Roads,2019,2019-07-09T00:00:00,Charge,Charge,S94-22,S94-22 - Cycleways,4970,,4970,DA18/0663,"mixed use including commercial, office, hotel suites, boarding house and shop top housing","mixed use including commercial, office, hotel suites, boardi",1,2019-07-09T14:07:04,2019,TWEED HEADS,Approved,Council,,,Shirewid22,788521,788521,4970,4970
Roads,2019,2019-07-09T00:00:00,Charge,Charge,S94-04,S94-04 - Road Contribution Sector 01,51880.8,,51880.8,DA18/0663,"mixed use including commercial, office, hotel suites, boarding house and shop top housing","mixed use including commercial, office, hotel suites, boardi",1,2019-07-09T14:07:04,2019,TWEED HEADS,Approved,Council,,,Sector1_4,788521,788521,51880.8,51880.8
Roads,2019,2019-07-09T00:00:00,Charge,DiscS94,S94-04,S94-04 - Road Contribution Sector 01,51880.8,,51880.8,DA18/0663,"mixed use including commercial, office, hotel suites, boarding house and shop top housing","mixed use including commercial, office, hotel suites, boardi",1,2019-07-09T14:07:04,2019,TWEED HEADS,Approved,Council,,,Sector1_4,788521,788521,51880.8,51880.8
Roads,2021,2021-06-28T00:00:00,Charge,Charge,S94-04,S94-04 - Road Contribution Sector 01,51880.8,,51880.8,DA18/0663,"mixed use including commercial, office, hotel suites, boarding house and shop top housing","mixed use including commercial, office, hotel suites, boardi",1,2019-07-09T14:07:04,2019,TWEED HEADS,Approved,Council,,,Sector1_4,788521,788521,51880.8,51880.8
Roads,2021,2021-06-28T00:00:00,Charge,DiscS94,S94-04,S94-04 - Road Contribution Sector 01,51880.8,,51880.8,DA18/0663,"mixed use including commercial, office, hotel suites, boarding house and shop top housing","mixed use including commercial, office, hotel suites, boardi",1,2019-07-09T14:07:04,2019,TWEED HEADS,Approved,Council,,,Sector1_4,788521,788521,51880.8,51880.8
Roads,2021,2021-06-28T00:00:00,Charge,Charge,S94-22,S94-22 - Cycleways,4970,,4970,DA18/0663,"mixed use including commercial, office, hotel suites, boarding house and shop top housing","mixed use including commercial, office, hotel suites, boardi",1,2019-07-09T14:07:04,2019,TWEED HEADS,Approved,Council,,,Shirewid22,788521,788521,4970,4970
